./positive_images/pos-838.jpg 1 0 0 25 50
./positive_images/pos-725.jpg 1 0 0 25 50
./positive_images/pos-496.jpg 1 0 0 25 50
./positive_images/pos-144.jpg 1 0 0 25 50
./positive_images/pos-302.jpg 1 0 0 25 50
./positive_images/pos-438.jpg 1 0 0 25 50
./positive_images/pos-78.jpg 1 0 0 25 50
./positive_images/pos-695.jpg 1 0 0 25 50
./positive_images/pos-777.jpg 1 0 0 25 50
./positive_images/pos-23.jpg 1 0 0 25 50
./positive_images/pos-939.jpg 1 0 0 25 50
./positive_images/pos-462.jpg 1 0 0 25 50
./positive_images/pos-637.jpg 1 0 0 25 50
./positive_images/pos-581.jpg 1 0 0 25 50
./positive_images/pos-606.jpg 1 0 0 25 50
./positive_images/pos-877.jpg 1 0 0 25 50
./positive_images/pos-250.jpg 1 0 0 25 50
./positive_images/pos-498.jpg 1 0 0 25 50
./positive_images/pos-350.jpg 1 0 0 25 50
./positive_images/pos-16.jpg 1 0 0 25 50
./positive_images/pos-32.jpg 1 0 0 25 50
./positive_images/pos-741.jpg 1 0 0 25 50
./positive_images/pos-397.jpg 1 0 0 25 50
./positive_images/pos-165.jpg 1 0 0 25 50
./positive_images/pos-254.jpg 1 0 0 25 50
./positive_images/pos-141.jpg 1 0 0 25 50
./positive_images/pos-399.jpg 1 0 0 25 50
./positive_images/pos-537.jpg 1 0 0 25 50
./positive_images/pos-871.jpg 1 0 0 25 50
./positive_images/pos-918.jpg 1 0 0 25 50
./positive_images/pos-502.jpg 1 0 0 25 50
./positive_images/pos-431.jpg 1 0 0 25 50
./positive_images/pos-486.jpg 1 0 0 25 50
./positive_images/pos-273.jpg 1 0 0 25 50
./positive_images/pos-332.jpg 1 0 0 25 50
./positive_images/pos-921.jpg 1 0 0 25 50
./positive_images/pos-330.jpg 1 0 0 25 50
./positive_images/pos-818.jpg 1 0 0 25 50
./positive_images/pos-613.jpg 1 0 0 25 50
./positive_images/pos-826.jpg 1 0 0 25 50
./positive_images/pos-395.jpg 1 0 0 25 50
./positive_images/pos-44.jpg 1 0 0 25 50
./positive_images/pos-528.jpg 1 0 0 25 50
./positive_images/pos-934.jpg 1 0 0 25 50
./positive_images/pos-126.jpg 1 0 0 25 50
./positive_images/pos-965.jpg 1 0 0 25 50
./positive_images/pos-883.jpg 1 0 0 25 50
./positive_images/pos-795.jpg 1 0 0 25 50
./positive_images/pos-29.jpg 1 0 0 25 50
./positive_images/pos-768.jpg 1 0 0 25 50
./positive_images/pos-86.jpg 1 0 0 25 50
./positive_images/pos-62.jpg 1 0 0 25 50
./positive_images/pos-60.jpg 1 0 0 25 50
./positive_images/pos-490.jpg 1 0 0 25 50
./positive_images/pos-209.jpg 1 0 0 25 50
./positive_images/pos-617.jpg 1 0 0 25 50
./positive_images/pos-359.jpg 1 0 0 25 50
./positive_images/pos-301.jpg 1 0 0 25 50
./positive_images/pos-308.jpg 1 0 0 25 50
./positive_images/pos-535.jpg 1 0 0 25 50
./positive_images/pos-424.jpg 1 0 0 25 50
./positive_images/pos-841.jpg 1 0 0 25 50
./positive_images/pos-465.jpg 1 0 0 25 50
./positive_images/pos-756.jpg 1 0 0 25 50
./positive_images/pos-796.jpg 1 0 0 25 50
./positive_images/pos-12.jpg 1 0 0 25 50
./positive_images/pos-959.jpg 1 0 0 25 50
./positive_images/pos-93.jpg 1 0 0 25 50
./positive_images/pos-464.jpg 1 0 0 25 50
./positive_images/pos-184.jpg 1 0 0 25 50
./positive_images/pos-223.jpg 1 0 0 25 50
./positive_images/pos-446.jpg 1 0 0 25 50
./positive_images/pos-13.jpg 1 0 0 25 50
./positive_images/pos-470.jpg 1 0 0 25 50
./positive_images/pos-186.jpg 1 0 0 25 50
./positive_images/pos-353.jpg 1 0 0 25 50
./positive_images/pos-309.jpg 1 0 0 25 50
./positive_images/pos-784.jpg 1 0 0 25 50
./positive_images/pos-398.jpg 1 0 0 25 50
./positive_images/pos-364.jpg 1 0 0 25 50
./positive_images/pos-196.jpg 1 0 0 25 50
./positive_images/pos-845.jpg 1 0 0 25 50
./positive_images/pos-242.jpg 1 0 0 25 50
./positive_images/pos-584.jpg 1 0 0 25 50
./positive_images/pos-600.jpg 1 0 0 25 50
./positive_images/pos-788.jpg 1 0 0 25 50
./positive_images/pos-50.jpg 1 0 0 25 50
./positive_images/pos-56.jpg 1 0 0 25 50
./positive_images/pos-175.jpg 1 0 0 25 50
./positive_images/pos-207.jpg 1 0 0 25 50
./positive_images/pos-299.jpg 1 0 0 25 50
